customer_id,full_name,customer_type,gender,birth_date,email,phone,city,kvkk_consent,marketing_consent,created_at,updated_at
C001028,Kuzey Turizm A.Ş.,corporate,,,kuzeyturizm@kuzey.com.tr,+905387394898,İstanbul,True,False,2024-12-03T06:50:11,2024-12-09T06:50:11
C001029,Serkan Tekin,individual,M,1980-11-28,serkan.tekin@hotmail.com,+905397384561,İstanbul,False,True,2026-05-09T19:55:44,2026-08-12T19:55:44
C001030,Kaan Çetin,individual,M,1983-07-28,kaan.cetin@outlook.com,+905305609892,Antalya,True,True,2025-06-01T04:14:25,2025-11-11T04:14:25
C001031,Eren Yıldız,individual,M,1986-12-27,eren.yildiz31@gmail.com,+905358570307,Bursa,True,False,2025-04-27T05:18:49,2025-09-02T05:18:49
C001032,Mustafa Taş,individual,M,1978-01-27,mustafa.tas68@yahoo.com,+905492031563,Kocaeli,True,True,2023-10-20T16:52:49,2023-12-17T16:52:49
C001033,Hande Ateş,individual,F,1995-11-03,hande.ates@yahoo.com,+905324017546,İstanbul,True,True,2024-12-07T14:22:29,2025-02-24T14:22:29
C001034,Mehmet Yılmaz,individual,M,1982-04-17,mehmet.yilmaz92@hotmail.com,+905517639793,Gaziantep,True,True,2026-08-19T08:28:29,2027-02-02T08:28:29
C001035,Mustafa Bulut,individual,M,1978-11-11,mustafa.bulut37@yahoo.com,+905353757857,ISTANBUL,False,False,2025-05-05T17:03:14,2025-05-16T17:03:14
C001036,Yusuf Korkmaz,individual,M,1987-12-05,yusuf.korkmaz55@icloud.com,+905494499839,Denizli,True,True,2024-05-09T14:42:18,2024-05-16T14:42:18
C001037,Ufuk İnşaat Ltd. Şti.,corporate,,,ufukinsaat@ufuk.com.tr,+905333385011,Bursa,True,False,2025-10-09T17:08:45,2026-04-24T17:08:45
C001038,Cansu Yalçın,individual,F,1982-12-06,cansu.yalcin@gmail.com,+905489392416,Ankara,True,True,2026-06-13T14:48:04,2026-09-07T14:48:04
C001039,Büşra Aslan,individual,F,1967-02-06,busra.aslan@icloud.com,+905587521681,İstanbul,True,False,2024-09-13T10:40:21,2024-10-08T10:40:21
C001040,Tolga Kurt,individual,M,1991-10-14,tolga.kurt76@gmail.com,+905375073839,Ankara,True,False,2026-01-23T10:04:57,2026-03-13T10:04:57
C001041,Ömer Çelik,individual,M,1974-04-26,omer.celik@outlook.com,5415196927,Ankara,True,True,2025-04-07T15:03:02,2025-09-06T15:03:02
C001042,Cansu Sarı,individual,F,1976-10-30,cansu.sari@icloud.com,+905562323549,Ankara,True,True,2025-10-01T08:11:46,2026-02-02T08:11:46
C001043,Eren Demir,individual,M,1973-01-17,eren.demir@hotmail.com,+905558908015,İstanbul,True,False,2024-05-19T07:16:40,2024-10-19T07:16:40
C001044,Ömer Polat,individual,M,1983-04-08,omer.polat6@gmail.com,+905561731528,İstanbul,True,False,2025-11-21T13:17:39,2026-02-21T13:17:39
C001045,Ece Karaca,individual,F,1968-02-13,ece.karaca16@hotmail.com,+905449737590,İstanbul,True,False,2024-10-07T20:56:36,2024-11-25T20:56:36
C001046,Deniz Taş,individual,M,1978-08-20,deniz.tas@gmail.com,+905579385345,İzmir,False,True,2025-06-14T23:32:21,2025-10-12T23:32:21
C001047,Akdeniz Teknoloji A.Ş.,corporate,,,akdenizteknoloji@akdeniz.com.tr,+905347454848,İzmir,True,True,2025-07-08T02:01:51,2025-11-08T02:01:51
C001048,Efe Kara,individual,M,2002-11-02,efe.kara65@icloud.com,+905335548057,Bursa,True,True,2026-01-11T22:34:14,2026-07-25T22:34:14
C001049,Oğuz Bozkurt,individual,M,1989-03-31,oguz.bozkurt@icloud.com,+905434826996,Ankara,False,False,2025-04-07T09:17:52,2025-10-11T09:17:52
C001050,Sude Bozkurt,individual,F,1984-01-18,sude.bozkurt92@hotmail.com,0557 883 40 07,Antalya,False,False,2023-09-04T04:47:38,2024-03-16T04:47:38
C001051,Tuğba Yıldız,individual,F,1989-02-15,tugba.yildiz@icloud.com,+905502188448,Ankara,True,False,2026-07-21T17:18:51,2027-01-01T17:18:51
C001052,Berk Çakır,individual,M,1978-06-08,berk.cakir42@gmail.com,+905515059767,İstanbul,True,True,2025-06-28T05:14:58,2025-12-26T05:14:58
C001053,Elif Güneş,individual,F,1985-06-15,elif.gunes@hotmail.com,+905334940905,İstanbul,True,False,2024-08-30T09:41:47,2025-03-17T09:41:47
C001054,Oğuz Çelik,individual,M,1982-08-15,oguz.celik@outlook.com,+905337874655,İstanbul,True,False,2026-03-16T16:11:09,2026-04-21T16:11:09
C001055,Arda Avcı,individual,M,1998-03-22,arda.avci43@icloud.com,+905534049436,İzmir,True,False,2026-02-01T06:27:40,2026-05-26T06:27:40
C001056,Cem Polat,individual,M,1994-03-05,cem.polat@gmail.com,+905348643569,İstanbul,True,False,2024-04-27T07:51:47,2024-09-11T07:51:47
C001057,Gamze Kurt,individual,F,1976-07-08,gamze.kurt@yahoo.com,+905339430655,Ankara,True,True,2023-09-24T08:11:36,2024-01-28T08:11:36
C001058,Tolga Çetin,individual,M,1986-01-14,tolga.cetin17@outlook.com,+905449681941,Adana,True,False,2025-04-28T20:34:25,2025-05-12T20:34:25
C001059,Barış Bozkurt,individual,M,1975-10-03,,+90 531 428 4257,İstanbul,True,True,2024-06-05T06:37:31,2024-08-24T06:37:31
C001060,Selin Karaca,individual,F,1990-09-17,selin.karaca5@yahoo.com,0533 307 23 46,Ankara,True,True,2024-11-28T14:33:22,2024-12-08T14:33:22
C001061,Mustafa Avcı,individual,M,1985-09-08,mustafa.avci@outlook.com,0 (556) 474-4864,İstanbul,False,True,2024-01-12T04:03:21,2024-03-17T04:03:21
C001062,Tuğba Kara,individual,F,1984-11-01,tugba.kara@gmail.com,+905497377671,İstanbul,True,False,2025-08-21T02:12:58,2025-09-24T02:12:58
C001063,Mustafa Kurt,individual,M,1988-04-19,mustafa.kurt93@hotmail.com,+90 544 138 7743,İstanbul,True,True,2025-09-12T20:30:30,2026-01-29T20:30:30
C001064,Cem Özdemir,individual,M,1993-05-10,cem.ozdemir@yahoo.com,+905562940714,İzmir,True,True,2026-05-21T18:05:12,2026-06-24T18:05:12
C001065,Kerem Erdoğan,individual,M,1986-05-11,kerem.erdogan11@gmail.com,+905444799628,İzmir,True,True,2024-01-27T12:13:06,2024-02-29T12:13:06
C001066,Mustafa Yılmaz,individual,M,1970-03-11,mustafa.yilmaz@outlook.com,+905344188625,İstanbul,True,True,2023-11-25T10:41:26,2024-06-05T10:41:26
C001067,Pınar Erdoğan,individual,F,2002-03-26,pinar.erdogan@outlook.com,+905555647299,Denizli,True,True,2025-09-30T01:14:10,2026-03-30T01:14:10
C001068,Ali Aydın,individual,M,1986-04-23,ali.aydin@gmail.com,5511434626,İstanbul,True,False,2024-02-04T09:27:37,2024-06-12T09:27:37
C001069,Hasan Güneş,individual,M,1971-11-26,hasan.gunes83@yahoo.com,+905452663370,Gaziantep,True,True,2026-05-20T00:20:53,2026-06-25T00:20:53
C001070,Barış Ateş,individual,M,1971-04-29,baris.ates4@icloud.com,+905428091165,Bursa,True,False,2026-04-25T17:37:26,2026-10-26T17:37:26
C001071,Onur Yıldırım,individual,M,1970-03-29,onur.yildirim@gmail.com,+905472746967,Denizli,True,False,2026-03-15T19:24:39,2026-04-29T19:24:39
C001072,Marmara Enerji A.Ş.,corporate,,,marmaraenerji@marmara.com.tr,+905455817342,Konya,True,True,2024-09-30T09:27:06,2024-11-13T09:27:06
C001073,Barış Yıldız,individual,M,1983-11-17,baris.yildiz60@icloud.com,+905343200114,İstanbul,True,True,2025-02-19T20:19:37,2025-03-10T20:19:37
C001074,Aslı Polat,individual,F,1974-01-13,asli.polat@yahoo.com,+905592157059,Kocaeli,True,False,2025-03-11T04:38:28,2025-08-03T04:38:28
C001075,Ayşe Özkan,individual,F,1983-09-21,ayse.ozkan46@yahoo.com,5454343485,Antalya,True,True,2025-03-27T13:02:27,2025-08-27T13:02:27
C001076,Hande Yıldız,individual,F,1995-07-18,hande.yildiz@icloud.com,+905313815575,Antalya,True,False,2024-05-29T12:50:22,2024-12-13T12:50:22
C001077,Halil Kara,individual,M,1983-04-22,halil.kara73@icloud.com,+905326229224,Kocaeli,True,False,2026-03-25T12:20:48,2026-07-03T12:20:48
C001078,Umut Arslan,individual,M,1984-02-12,umut.arslan52@yahoo.com,+90 537 803 8399,Antalya,True,True,2024-08-26T11:30:40,2024-10-04T11:30:40
C001079,Hasan Aydın,individual,M,1986-04-26,hasan.aydin@outlook.com,+905313581555,Ankara,True,True,2025-05-07T08:04:18,2025-10-25T08:04:18
C001080,Akdeniz Tekstil A.Ş.,corporate,,,akdeniztekstil@akdeniz.com.tr,0 (553) 387-7957,İstanbul,False,True,2025-05-07T23:19:23,2025-07-15T23:19:23
C001081,Global Teknoloji A.Ş.,corporate,,,globalteknoloji@global.com.tr,+905553757519,İstanbul,True,False,2023-11-09T09:32:03,2024-02-10T09:32:03
C001082,Zeynep Arslan,individual,F,1989-07-12,zeynep.arslan@yahoo.com,+905363647758,İstanbul,True,True,2024-01-21T14:16:55,2024-07-05T14:16:55
C001083,Burak Aksoy,individual,M,1968-05-06,,+905375501593,İzmir,False,False,2026-04-17T11:55:06,2026-09-25T11:55:06
C001084,Derya Çelik,individual,F,1984-03-09,derya.celik18@outlook.com,+905316275413,İstanbul,True,True,2024-05-07T19:39:49,2024-10-29T19:39:49
C001085,Esra Kara,individual,F,1975-12-07,esra.kara64@yahoo.com,05565606467,İstanbul,True,True,2024-09-20T10:28:29,2024-10-27T10:28:29
C001086,Nova Sağlık Ltd. Şti.,corporate,,,novasaglik@nova.com.tr,+905576468734,Mersin,False,True,2024-09-08T18:07:51,2025-03-20T18:07:51
C001087,Boğaziçi Otomotiv Yan Sanayi A.Ş.,corporate,,,bogaziciotomotivyansanayi@bogazici.com.tr,+905455569141,Ankara,True,False,2024-11-29T01:04:23,2025-01-22T01:04:23
C001088,Ali Aydın,individual,M,1980-11-08,,+905423806511,İstanbul,True,True,2025-05-15T21:30:24,2025-11-24T21:30:24
C001089,Anadolu Turizm A.Ş.,corporate,,,anadoluturizm@anadolu.com.tr,+905455324460,İstanbul,True,True,2026-03-11T11:07:05,2026-09-11T11:07:05
C001090,Kerem Avcı,individual,M,1990-07-23,kerem.avci@yahoo.com,+905358206556,İstanbul,True,False,2025-07-19T12:28:49,2025-08-31T12:28:49
C001091,Zirve Enerji Ltd. Şti.,corporate,,,zirveenerji@zirve.com.tr,+905541589350,İstanbul,True,True,2024-03-06T17:43:28,2024-04-02T17:43:28
C001092,Pınar Korkmaz,individual,F,1979-06-10,pinar.korkmaz@yahoo.com,+905373961150,İstanbul,True,True,2026-01-05T23:51:23,2026-02-02T23:51:23
C001093,Oğuz Uzun,individual,M,2000-03-15,oguz.uzun@hotmail.com,+905578546379,İzmir,True,True,2024-12-13T04:07:38,2025-02-25T04:07:38
C001094,Gizem Polat,individual,F,1979-01-23,gizem.polat@icloud.com,+905506111173,İstanbul,True,True,2024-11-16T08:53:32,2025-01-29T08:53:32
C001095,Meridyen Gıda Ltd. Şti.,corporate,,,meridyengida@meridyen.com.tr,+905583150715,Ankara,True,True,2023-12-18T19:24:54,2024-05-15T19:24:54
C001096,Tolga Polat,individual,M,1973-07-02,tolga.polat64@hotmail.com,+905503618819,İstanbul,True,True,2024-09-27T18:24:16,2025-03-12T18:24:16
C001097,Yıldız Enerji A.Ş.,corporate,,,yildizenerji@yildiz.com.tr,5553274236,Bursa,True,True,2024-02-13T02:50:43,2024-05-25T02:50:43
C001098,Murat Bulut,individual,M,1968-12-25,murat.bulut27@icloud.com,+905385448595,ISTANBUL,True,True,2024-11-25T12:52:00,2024-11-30T12:52:00
C001099,Selim Kara,individual,M,1979-04-05,selim.kara36@outlook.com,0 (530) 842-9832,Antalya,True,False,2024-09-23T12:19:08,2024-11-06T12:19:08
C001100,Cem Kurt,individual,M,1982-06-03,cem.kurt@yahoo.com,+905564890649,Bursa,True,False,2024-07-14T23:31:14,2024-09-14T23:31:14
C001101,Nur Öztürk,individual,F,1975-04-14,nur.ozturk38@icloud.com,+905598714275,İstanbul,True,False,2023-09-28T17:03:10,2024-01-17T17:03:10
C001102,Boğaziçi Sağlık Ltd. Şti.,corporate,,,bogazicisaglik@bogazici.com.tr,+905535673279,İstanbul,False,False,2025-07-15T10:30:08,2025-10-17T10:30:08
C001103,Delta Teknoloji A.Ş.,corporate,,,deltateknoloji@delta.com.tr,+905592532218,İstanbul,True,True,2024-05-14T02:43:43,2024-11-26T02:43:43
C001104,Eren Ateş,individual,M,1988-01-06,eren.ates@gmail.com,0 (548) 821-2603,Ankara,True,True,2026-01-19T21:49:10,2026-07-15T21:49:10
C001105,Naz Turan,individual,F,1989-09-21,naz.turan@hotmail.com,+905583389724,İstanbul,True,False,2026-08-28T07:20:09,2026-12-24T07:20:09
C001106,Serkan Özkan,individual,M,1979-08-10,serkan.ozkan@gmail.com,+905561204282,İstanbul,True,False,2025-03-21T16:35:06,2025-08-26T16:35:06
C001107,Oğuz Aksoy,individual,M,1979-10-29,oguz.aksoy@yahoo.com,+905373176596,İstanbul,True,True,2023-11-06T02:08:12,2024-03-14T02:08:12
C001108,Merve Şimşek,individual,F,1985-03-30,merve.simsek@hotmail.com,+905508182362,İstanbul,True,True,2026-01-10T18:36:50,2026-05-07T18:36:50
C001109,Akdeniz Medya Ltd. Şti.,corporate,,,akdenizmedya@akdeniz.com.tr,+905339436496,Ankara,True,True,2026-05-18T21:41:15,2026-10-05T21:41:15
C001110,Hüseyin Güneş,individual,M,1997-03-14,huseyin.gunes54@yahoo.com,+905347233089,İstanbul ,True,False,2024-11-14T21:55:25,2025-02-08T21:55:25
C001111,Mustafa Acar,individual,M,2002-04-25,mustafa.acar@icloud.com,+905541612060,Kocaeli,True,True,2024-08-19T20:13:28,2024-08-25T20:13:28
C001112,Tolga Karaca,individual,M,1998-05-12,tolga.karaca92@yahoo.com,+905487987215,Mersin,True,True,2026-04-06T00:05:05,2026-09-14T00:05:05
C001113,Barış Keskin,individual,M,1976-10-29,baris.keskin89@yahoo.com,+905405284454,İstanbul,True,True,2024-06-27T13:12:03,2024-07-29T13:12:03
C001114,Barış Demir,individual,M,1994-03-07,baris.demir33@outlook.com,+905531826518,İstanbul,True,True,2025-07-31T09:58:10,2025-09-25T09:58:10
C001115,Kaan Sarı,individual,M,1987-07-05,kaan.sari32@icloud.com,+905473152839,İstanbul,True,True,2024-02-09T08:27:00,2024-06-19T08:27:00
C001116,Gamze Yıldız,individual,F,1997-07-12,gamze.yildiz at gmail.com,+905506379978,ISTANBUL,True,True,2024-10-11T14:16:25,2025-02-23T14:16:25
C001117,Deniz Kara,individual,M,1989-08-25,deniz.kara@outlook.com,+905417550661,Mersin,True,True,2025-10-17T13:23:12,2025-11-24T13:23:12
C001118,Hasan Avcı,individual,M,1967-06-09,hasan.avci40@gmail.com,+905525746563,İstanbul,True,False,2026-03-02T09:41:16,2026-08-03T09:41:16
C001119,Efe Taş,individual,M,1982-10-27,efe.tas@outlook.com,+905421460483,Antalya,True,False,2023-09-28T11:55:45,2023-11-27T11:55:45
C001120,Selim Güneş,individual,M,1995-06-19,,+905444680842,İzmir,True,True,2024-01-15T06:09:48,2024-06-18T06:09:48
C001121,Ahmet Yıldırım,individual,M,2002-01-31,ahmet.yildirim40@outlook.com,+905582115211,Gaziantep,True,True,2026-04-04T06:15:43,2026-09-19T06:15:43
C001122,Emre Keskin,individual,M,1993-12-25,emre.keskin74@icloud.com,+905395703644,İstanbul,True,True,2024-03-27T13:54:44,2024-09-12T13:54:44
C001123,Barış Karaca,individual,M,1988-03-31,baris.karaca@icloud.com,+905514841149,İstanbul,True,True,2024-04-14T15:06:36,2024-06-23T15:06:36
C001124,Büşra Acar,individual,F,1968-07-31,busra.acar72@outlook.com,+905543786515,Gaziantep,True,False,2026-03-11T21:33:22,2026-06-25T21:33:22
C001125,Cem Turan,individual,M,1970-01-23,cem.turan74@icloud.com,+90 559 723 2263,Ankara,True,True,2023-10-29T00:03:24,2024-02-05T00:03:24
C001126,Beyza Keskin,individual,F,1996-03-02,beyza.keskin@hotmail.com,+905511615966,ISTANBUL,True,False,2024-03-31T19:36:58,2024-07-24T19:36:58
C001127,Can Kaya,individual,M,1986-11-15,can.kaya15@yahoo.com,+905551262493,Antalya,True,False,2023-09-08T05:38:30,2023-09-30T05:38:30
C001128,Ali Özkan,individual,M,1996-09-29,ali.ozkan@yahoo.com,+905575263787,İstanbul,True,True,2024-07-25T22:40:49,2024-08-26T22:40:49
C001129,Ömer Yıldız,individual,M,1985-02-05,omer.yildiz72@gmail.com,+905434074357,Ankara,True,True,2024-10-18T12:24:11,2025-02-08T12:24:11
C001130,Seda Özdemir,individual,F,1991-01-01,seda.ozdemir4@outlook.com,+905307293474,Ankara,True,True,2025-04-03T21:23:17,2025-04-06T21:23:17
C001131,Gizem Korkmaz,individual,F,1969-05-31,gizem.korkmaz@yahoo.com,+905351507475,İzmir,True,True,2026-03-17T14:07:23,2026-07-28T14:07:23
C001132,Tuğba Aslan,individual,F,1982-02-24,tugba.aslan@icloud.com,+905467067531,Antalya,True,False,2024-11-22T21:13:31,2024-12-12T21:13:31
C001133,Tolga Çakır,individual,M,1963-07-13,tolga.cakir@yahoo.com,+905449441726,Muğla,True,True,2023-09-07T10:36:49,2024-01-29T10:36:49
C001134,Ali Acar,individual,M,1967-10-21,ali.acar@yahoo.com,+905513571667,Bursa,True,True,2026-01-07T04:13:23,2026-07-12T04:13:23
C001135,Kuzey İnşaat A.Ş.,corporate,,,kuzeyinsaat@kuzey.com.tr,0 (532) 497-0899,Ankara,True,False,2024-05-28T18:13:06,2024-11-20T18:13:06
C001136,Gizem Demir,individual,F,1981-07-05,gizem.demir@gmail.com,+905464681188,İzmir,True,False,2025-07-21T16:03:57,2025-10-19T16:03:57
C001137,Ayşe Korkmaz,individual,F,1983-09-16,ayse.korkmaz25@gmail.com,+905375226815,Samsun,True,True,2024-03-26T11:21:36,2024-05-28T11:21:36
C001138,Eren Arslan,individual,M,1950-04-23,eren.arslan@hotmail.com,+905528059201,İstanbul,True,True,2024-10-06T11:04:54,2025-04-11T11:04:54
C001139,Ceren Doğan,individual,F,1982-12-29,ceren.dogan88@icloud.com,+905351437091,İstanbul,True,False,2026-01-15T20:44:59,2026-06-25T20:44:59
C001140,Selin Korkmaz,individual,F,1987-03-15,selin.korkmaz@icloud.com,+905532110124,İstanbul,True,True,2024-04-14T00:54:27,2024-04-16T00:54:27
C001141,Melis Turan,individual,F,1983-02-21,melis.turan@hotmail.com,05514809538,İstanbul,True,True,2024-10-25T05:49:17,2025-05-10T05:49:17
C001142,Selim Taş,individual,M,1987-10-02,selim.tas@hotmail.com,+90 555 408 0657,Samsun,True,False,2024-03-12T00:53:25,2024-09-12T00:53:25
C001143,Hasan Güneş,individual,M,1962-06-22,hasan.gunes@yahoo.com,+905587588799,Bursa,True,True,2024-12-28T01:41:02,2025-07-14T01:41:02
C001144,Ahmet Avcı,individual,M,1988-09-05,ahmet.avci@hotmail.com,+905345267894,İzmir,True,False,2025-06-06T13:27:04,2025-10-11T13:27:04
C001145,Pınar Karaca,individual,F,1995-10-24,pinar.karaca53@yahoo.com,+905373703685,İstanbul,True,True,2024-11-25T06:21:29,2024-12-31T06:21:29
C001146,Cem Yılmaz,individual,M,1975-02-19,cem.yilmaz44@hotmail.com,+905557809601,Muğla,True,True,2024-06-12T17:10:29,2024-10-22T17:10:29
C001147,İbrahim Kurt,individual,M,1982-01-04,ibrahim.kurt74@gmail.com,+905339516344,İstanbul,True,True,2024-11-22T07:20:46,2025-04-15T07:20:46
C001148,Yasemin Yıldırım,individual,F,1976-12-27,yasemin.yildirim32@icloud.com,+905329829055,İstanbul,True,False,2024-03-16T05:37:35,2024-06-17T05:37:35
C001149,Hasan Erdoğan,individual,M,1996-08-04,hasan.erdogan18@outlook.com,+905356673626,İstanbul,True,False,2025-03-05T12:46:16,2025-09-08T12:46:16
C001150,Ece Turan,individual,F,1983-08-28,ece.turan79@gmail.com,+905544392600,İstanbul,True,True,2024-11-02T07:19:52,2025-03-05T07:19:52
C001151,Esra Bulut,individual,F,1983-07-05,esra.bulut@icloud.com,+905325115967,Antalya,False,True,2024-05-17T02:12:15,2024-10-14T02:12:15
C001152,Gamze Polat,individual,F,1956-02-28,gamze.polat@icloud.com,+905369859649,Ankara,True,True,2026-06-19T06:24:38,2026-08-13T06:24:38
C001153,Cem Avcı,individual,M,1980-10-25,cem.avci47@yahoo.com,+905354742124,Ankara,True,True,2025-06-11T08:36:13,2025-10-14T08:36:13
C001154,Efe Öztürk,individual,M,1979-05-01,efe.ozturk@outlook.com,+905508235654,istanbul,True,True,2025-10-31T07:32:58,2026-03-06T07:32:58
C001155,Can Turan,individual,M,1977-11-30,can.turan@icloud.com,+905342904262,Ankara,True,False,2025-06-09T17:05:39,2025-06-26T17:05:39
C001156,Hasan Şimşek,individual,M,1985-07-18,hasan.simsek50@icloud.com,+905514377483,Bursa,True,True,2024-05-04T10:29:31,2024-10-09T10:29:31
C001157,Yasemin Yıldız,individual,F,1978-02-13,yasemin.yildiz70@hotmail.com,+905311163505,İstanbul,False,True,2026-03-01T23:41:46,2026-06-20T23:41:46
C001158,Kuzey İnşaat A.Ş.,corporate,,,kuzeyinsaat@kuzey.com.tr,0 (556) 290-5848,Eskişehir,True,False,2024-06-23T04:09:27,2024-08-26T04:09:27
C001159,Büşra Şimşek,individual,F,2000-04-25,busra.simsek@gmail.com,+905483634927,İstanbul,True,True,2025-07-05T09:31:11,2025-08-15T09:31:11
C001160,Ege Enerji Ltd. Şti.,corporate,,,egeenerji@ege.com.tr,+905522314919,İzmir,True,True,2024-11-01T22:38:22,2025-01-21T22:38:22
C001161,Kaan Özdemir,individual,M,1970-06-11,kaan.ozdemir1@icloud.com,+905354864870,Ankara,True,True,2023-09-20T23:29:03,2024-03-29T23:29:03
C001162,Cem Aksoy,individual,M,1981-05-28,cem.aksoy61@icloud.com,+905382793019,Bursa,False,False,2024-11-03T02:34:57,2024-12-09T02:34:57
C001163,Merve Tekin,individual,F,1999-03-16,merve.tekin@yahoo.com,+905391766225,ISTANBUL,True,True,2025-02-15T01:34:48,2025-07-25T01:34:48
C001164,Onur Doğan,individual,M,1982-08-12,onur.dogan@yahoo.com,+905312365845,Adana,True,True,2024-10-26T13:32:34,2024-11-15T13:32:34
C001165,Yusuf Sarı,individual,M,1981-08-17,yusuf.sari@hotmail.com,+905456774473,Kocaeli,True,False,2025-01-03T06:44:32,2025-05-24T06:44:32
C001166,Delta Teknoloji Ltd. Şti.,corporate,,,deltateknoloji@delta.com.tr,+905489337549,İstanbul,True,True,2023-09-20T06:48:07,2023-10-24T06:48:07
C001167,Tolga Özkan,individual,M,1981-09-15,,+905313597306,Adana,True,False,2025-07-03T02:32:21,2026-01-02T02:32:21
C001168,Selin Polat,individual,F,1983-09-13,selin.polat11@yahoo.com,+905306679889,Denizli,True,True,2026-02-03T15:03:20,2026-03-03T15:03:20
C001169,Nova Lojistik A.Ş.,corporate,,,novalojistik@nova.com.tr,+905382227140,İzmir,True,True,2023-09-15T15:46:23,2023-12-05T15:46:23
C001170,Ufuk Enerji A.Ş.,corporate,,,ufukenerji@ufuk.com.tr,+905497822859,Ankara,True,False,2024-05-31T10:20:20,2024-08-07T10:20:20
C001171,Ahmet Bulut,individual,M,1985-05-28,ahmet.bulut48@hotmail.com,+905518169378,İstanbul,True,False,2024-08-29T21:25:28,2025-03-02T21:25:28
C001172,Boğaziçi Turizm A.Ş.,corporate,,,bogaziciturizm@bogazici.com.tr,+905399869852,İstanbul,True,False,2026-04-04T17:16:00,2026-06-10T17:16:00
C001173,İrem Keskin,individual,F,1963-07-14,irem.keskin71@yahoo.com,+905496485990,Gaziantep,True,False,2025-03-12T17:30:11,2025-07-10T17:30:11
C001174,Onur Bulut,individual,M,1986-11-10,onur.bulut93@yahoo.com,+905437065050,Antalya,True,True,2026-07-28T22:07:27,2027-01-11T22:07:27
C001175,Kaan Acar,individual,M,1992-03-16,kaan.acar@yahoo.com,+905328828397,İstanbul,True,True,2025-03-28T16:38:25,2025-04-22T16:38:25
C001176,Hasan Yıldız,individual,M,1983-04-01,hasan.yildiz@icloud.com,0 (548) 521-9179,İstanbul,True,True,2024-08-08T09:00:38,2024-10-24T09:00:38
C001177,Ayşe Çetin,individual,F,1986-04-24,ayse.cetin72@outlook.com,0 (557) 350-5322,İstanbul,True,False,2026-04-10T01:15:29,2026-06-28T01:15:29
C001178,Mehmet Kurt,individual,M,1985-08-02,mehmet.kurt85@hotmail.com,+905473485258,Konya,True,True,2026-07-08T00:32:08,2026-09-04T00:32:08
C001179,İrem Özkan,individual,F,1973-06-29,irem.ozkan@hotmail.com,+905482472935,İstanbul,True,False,2026-05-10T15:16:39,2026-09-18T15:16:39
C001180,Ebru Turan,individual,F,1979-06-01,ebru.turan@icloud.com,+905517016322,İstanbul,True,True,2025-01-10T22:45:10,2025-01-12T22:45:10
C001181,Berk Bulut,individual,M,1952-03-22,berk.bulut55@icloud.com,+905358594061,İstanbul,True,True,2025-09-09T02:54:30,2026-01-10T02:54:30
C001182,Ceren Öztürk,individual,F,2002-03-01,ceren.ozturk98@icloud.com,+905542294578,Ankara,True,False,2024-03-17T14:25:10,2024-07-25T14:25:10
C001183,Elif Kurt,individual,F,1982-10-07,elif.kurt86@icloud.com,+905336582967,Bursa,True,False,2025-03-18T16:01:40,2025-07-05T16:01:40
C001184,Oğuz Erdoğan,individual,M,1989-12-04,oguz.erdogan65@icloud.com,+905518867040,İstanbul,True,True,2026-06-06T10:55:55,2026-11-08T10:55:55
C001185,Oğuz Demir,individual,M,1960-06-06,oguz.demir@yahoo.com,+905395782411,Muğla,True,False,2023-10-28T18:52:30,2024-02-26T18:52:30
C001186,İrem Aslan,individual,F,1988-01-16,,+905512385630,İstanbul,True,True,2026-05-12T23:17:42,2026-06-28T23:17:42
C001187,Ali Kara,individual,M,1983-11-04,ali.kara@outlook.com,+905539908423,İstanbul,True,True,2023-10-09T11:25:22,2023-12-12T11:25:22
C001188,Furkan Demir,individual,M,1984-06-10,furkan.demir@yahoo.com,+905351490478,Antalya,True,True,2024-09-25T18:44:05,2024-09-25T18:44:05
C001189,Burak Çakır,individual,M,1979-10-24,burak.cakir@gmail.com,+905588901704,İstanbul,True,True,2025-10-06T20:06:18,2026-02-28T20:06:18
C001190,Serkan Öztürk,individual,M,1979-04-23,serkan.ozturk at hotmail.com,+905589693603,İzmir,True,True,2026-05-30T01:32:34,2026-11-22T01:32:34
C001191,Ece Karaca,individual,F,1989-05-23,ece.karaca97@outlook.com,+905566855026,istanbul,True,False,2024-05-16T23:04:13,2024-09-12T23:04:13
C001192,Nazlı Avcı,individual,F,1999-07-29,nazli.avci@yahoo.com,+90 532 814 2282,Ankara,True,True,2026-07-05T13:26:39,2026-07-08T13:26:39
C001193,Hasan Avcı,individual,M,2002-11-25,hasan.avci48@hotmail.com,+905485752164,İzmir,True,True,2025-02-04T16:16:13,2025-07-16T16:16:13
C001194,Selim Aslan,individual,M,1990-02-04,selim.aslan86@hotmail.com,+905536419331,İstanbul,True,True,2024-08-06T13:42:32,2024-09-01T13:42:32
C001195,Zirve Lojistik Ltd. Şti.,corporate,,,zirvelojistik@zirve.com.tr,+905383393389,Antalya,True,True,2024-09-12T03:10:37,2024-10-05T03:10:37
C001196,Yasemin Çakır,individual,F,1987-06-11,yasemin.cakir@icloud.com,+905366117391,İzmir,False,True,2025-06-15T23:08:52,2025-09-18T23:08:52
C001197,Akdeniz Sağlık Ltd. Şti.,corporate,,,akdenizsaglik@akdeniz.com.tr,+905566881730,ANKARA,True,True,2026-03-30T23:44:38,2026-09-19T23:44:38
